カラット,カット,色,透明度,奥行き,テーブル,価格,長さ,幅,深さ,鑑定書,産地
1.37,Premium,F,SI2,63.1,57.7,6677,4.79,4.73,2.97,合同会社藤原鉱業鑑定所,カナダ
0.29,Premium,J,IF,51.6,58.5,500,3.0,3.0,2.13,後藤水産株式会社鑑定所,オーストラリア
1.01,Premium,H,SI1,63.6,61.9,3225,5.09,5.08,3.32,合同会社井上運輸鑑定所,ボツワナ
0.41,Fair,D,VVS1,53.7,62.9,500,3.27,3.26,2.02,株式会社鈴木運輸鑑定所,オーストラリア
3.54,Ideal,H,VVS1,57.0,62.6,40224,7.48,7.25,3.79,青木農林有限会社鑑定所,南アフリカ
1.38,Very Good,F,SI2,68.5,61.6,5332,5.86,5.69,4.39,松田情報合同会社鑑定所,ボツワナ
0.75,Good,H,SI1,59.7,60.4,1568,3.93,3.84,2.61,有限会社斉藤銀行鑑定所,カナダ
1.27,Premium,D,VS2,70.1,59.3,5622,5.0,4.77,3.13,株式会社山崎通信鑑定所,南アフリカ
1.35,Premium,E,VS2,68.7,62.5,6078,5.07,4.99,2.9,鈴木鉱業合同会社鑑定所,カナダ
0.58,Good,E,SI1,63.9,62.3,999,3.85,3.78,2.26,株式会社山崎銀行鑑定所,ロシア
1.47,Premium,I,SI1,68.4,60.3,8297,4.96,5.04,2.49,田中食品合同会社鑑定所,ロシア
1.23,Fair,G,IF,60.2,54.7,3262,5.22,4.97,3.22,株式会社山口銀行鑑定所,ロシア
0.53,Ideal,J,VS2,52.6,61.8,1156,3.59,3.53,2.21,株式会社山本運輸鑑定所,オーストラリア
1.96,Fair,G,SI1,46.5,56.5,10059,5.78,5.75,2.75,鈴木保険有限会社鑑定所,ボツワナ
1.04,Premium,D,VS1,58.5,61.1,3863,5.07,5.05,2.64,井上農林合同会社鑑定所,ロシア
1.32,Ideal,H,VS1,56.7,59.7,6575,5.38,5.18,3.05,太田建設株式会社鑑定所,南アフリカ
1.92,Premium,E,VVS2,65.4,59.4,11047,5.78,5.65,3.08,鈴木通信株式会社鑑定所,ロシア
0.34,Ideal,J,VVS1,60.4,61.0,500,3.34,3.23,1.92,有限会社田中銀行鑑定所,オーストラリア
0.51,Premium,D,VS2,70.9,54.8,819,4.07,4.03,2.32,藤田銀行株式会社鑑定所,ロシア
1.25,Premium,I,VVS1,61.0,59.4,5810,5.21,5.22,3.48,林鉱業合同会社鑑定所,南アフリカ
1.36,Premium,G,VS2,60.3,62.4,5275,5.36,5.46,3.09,斎藤情報有限会社鑑定所,カナダ
0.97,Very Good,G,VVS2,55.9,50.0,2871,4.63,4.42,2.76,小林鉱業株式会社鑑定所,カナダ
0.49,Very Good,J,I1,71.7,62.3,678,3.69,3.7,2.12,有限会社山田保険鑑定所,南アフリカ
0.91,Very Good,J,SI2,51.9,60.2,1690,4.46,4.27,2.69,合同会社村上電気鑑定所,ロシア
2.62,Premium,H,IF,53.4,63.6,20138,5.65,5.47,3.81,有限会社阿部保険鑑定所,カナダ
0.99,Fair,J,I1,54.1,62.3,2829,4.68,4.58,2.61,藤原通信有限会社鑑定所,ボツワナ
0.52,Very Good,I,IF,62.3,60.2,830,3.66,3.55,2.1,吉田食品合同会社鑑定所,南アフリカ
0.87,Very Good,D,SI2,54.9,57.0,2253,4.85,4.8,2.7,株式会社岡田銀行鑑定所,オーストラリア
1.02,Premium,H,SI2,60.8,59.8,3291,4.52,4.36,2.25,有限会社佐藤ガス鑑定所,カナダ
1.76,Premium,H,VS1,59.4,55.5,11280,5.47,5.4,2.81,有限会社斎藤ガス鑑定所,カナダ
1.04,Good,I,VS1,62.9,61.1,3438,4.66,4.61,2.85,山崎保険有限会社鑑定所,ロシア
0.88,Very Good,J,VS2,65.6,58.5,2363,4.02,3.97,2.45,渡辺銀行株式会社鑑定所,ロシア
1.2,Good,H,VS2,65.3,54.2,3838,5.5,5.35,3.18,阿部銀行株式会社鑑定所,南アフリカ
0.48,Premium,J,VS1,50.7,62.9,715,3.66,3.64,2.25,田中通信合同会社鑑定所,オーストラリア
0.81,Ideal,H,IF,57.9,54.9,2322,4.14,3.94,2.53,有限会社中村ガス鑑定所,南アフリカ
0.71,Ideal,J,VS1,55.5,61.8,1861,4.52,4.29,2.68,井上電気合同会社鑑定所,オーストラリア
0.78,Very Good,D,VS2,60.8,57.4,1558,4.36,4.33,2.43,合同会社岡田農林鑑定所,南アフリカ
1.29,Very Good,E,VS2,62.2,57.7,5468,4.96,4.88,2.72,高橋通信株式会社鑑定所,南アフリカ
0.78,Ideal,E,VVS1,61.6,59.2,1559,4.84,4.7,2.74,株式会社高橋水産鑑定所,ロシア
1.89,Premium,E,SI2,52.2,56.8,11128,5.87,5.83,3.96,合同会社中島銀行鑑定所,ボツワナ
0.79,Premium,G,VS1,61.5,60.0,2292,4.45,4.34,1.95,遠藤建設合同会社鑑定所,ボツワナ
1.07,Premium,I,SI1,58.4,59.2,4054,4.91,4.71,3.15,合同会社橋本食品鑑定所,オーストラリア
1.38,Very Good,D,I1,51.7,65.7,4712,5.14,5.18,2.83,前田保険合同会社鑑定所,南アフリカ
0.56,Ideal,J,IF,57.3,60.2,1334,3.61,3.63,2.09,有限会社小林印刷鑑定所,南アフリカ
1.37,Very Good,G,VS2,49.8,59.3,5952,5.02,4.94,3.38,有限会社高橋通信鑑定所,カナダ
0.51,Premium,F,I1,52.6,57.3,785,3.47,3.45,2.17,藤原農林株式会社鑑定所,ロシア
1.12,Premium,I,VVS2,60.3,63.9,3869,4.49,4.32,1.99,山口食品合同会社鑑定所,ロシア
0.59,Ideal,I,IF,61.1,60.0,1378,3.71,3.75,2.04,吉田保険合同会社鑑定所,ボツワナ
0.46,Ideal,I,VVS2,54.5,59.2,808,3.4,3.26,2.08,有限会社藤田通信鑑定所,オーストラリア
0.55,Premium,J,IF,73.0,62.6,876,3.44,3.45,1.97,有限会社田中食品鑑定所,南アフリカ
1.22,Very Good,J,VVS2,56.3,63.1,4181,4.96,4.8,2.66,佐藤鉱業有限会社鑑定所,ロシア
1.45,Good,J,SI1,54.9,63.3,5787,5.61,5.55,3.73,森電気株式会社鑑定所,ボツワナ
3.42,Very Good,H,VVS2,66.9,62.4,37853,6.69,6.71,3.91,松本建設株式会社鑑定所,南アフリカ
0.23,Premium,D,VS1,68.3,60.9,500,3.0,3.0,1.62,合同会社佐々木建設鑑定所,ボツワナ
1.07,Ideal,G,SI1,65.5,62.1,4391,4.78,4.67,2.83,小川保険有限会社鑑定所,オーストラリア
1.22,Premium,D,SI2,60.7,57.4,5009,4.82,4.55,2.7,三浦食品株式会社鑑定所,オーストラリア
1.24,Good,J,VS2,67.5,55.6,4340,4.71,4.51,3.1,合同会社渡辺水産鑑定所,カナダ
0.99,Premium,D,SI1,60.3,59.0,3017,4.67,4.71,2.6,山崎通信合同会社鑑定所,ボツワナ
0.92,Fair,J,VS2,63.6,63.1,1995,4.47,4.48,2.72,加藤農林合同会社鑑定所,ボツワナ
1.21,Very Good,F,IF,67.0,67.6,4273,5.25,5.15,3.22,株式会社松本通信鑑定所,ボツワナ
0.79,Very Good,D,VVS1,65.8,58.9,1684,4.87,4.7,3.34,森保険合同会社鑑定所,カナダ
1.0,Good,G,SI2,59.3,62.3,2715,4.49,4.28,2.43,合同会社石井保険鑑定所,オーストラリア
0.86,Ideal,F,SI1,63.8,58.9,2787,4.32,4.34,2.59,有限会社加藤情報鑑定所,ボツワナ
1.03,Very Good,E,VVS2,51.8,57.6,3174,4.53,4.6,3.0,有限会社山口水産鑑定所,ボツワナ
1.22,Very Good,H,VVS1,60.8,62.0,4404,4.75,4.74,3.07,有限会社高橋印刷鑑定所,カナダ
0.98,Very Good,E,I1,52.9,56.8,2180,4.2,4.12,2.56,西村通信有限会社鑑定所,南アフリカ
0.37,Ideal,G,VVS1,72.7,66.4,562,3.0,3.0,1.6,株式会社伊藤通信鑑定所,南アフリカ
0.52,Premium,I,IF,58.4,60.5,864,3.59,3.4,2.11,池田農林株式会社鑑定所,ロシア
0.82,Premium,G,VVS1,55.8,61.7,2560,4.37,4.33,2.57,株式会社藤原鉱業鑑定所,カナダ
0.8,Premium,I,SI2,56.0,64.2,2167,4.36,4.27,2.73,合同会社伊藤通信鑑定所,ボツワナ
0.92,Very Good,H,VVS1,56.6,63.3,2493,4.78,4.59,2.93,株式会社山本鉱業鑑定所,ボツワナ
0.66,Premium,I,IF,61.7,62.0,1568,3.82,3.75,1.99,鈴木電気合同会社鑑定所,ボツワナ
1.3,Premium,J,VS2,61.5,61.2,5121,4.95,4.86,2.71,株式会社清水情報鑑定所,オーストラリア
1.19,Premium,H,VS2,60.8,55.3,4355,4.77,4.72,2.72,高橋水産株式会社鑑定所,オーストラリア
0.83,Premium,E,SI2,62.1,56.7,2347,4.61,4.71,2.54,株式会社佐藤食品鑑定所,ロシア
1.29,Very Good,J,VVS2,62.7,63.6,4898,4.91,4.71,3.13,合同会社藤井建設鑑定所,南アフリカ
2.18,Fair,H,VVS2,62.1,59.1,11425,6.29,6.01,3.63,山田運輸合同会社鑑定所,ボツワナ
0.23,Premium,H,I1,65.2,58.4,500,3.0,3.0,1.7,合同会社伊藤印刷鑑定所,ロシア
0.59,Premium,E,VVS1,60.2,65.1,1229,3.69,3.74,2.33,加藤ガス合同会社鑑定所,カナダ
1.67,Good,E,SI1,62.6,62.5,8873,5.83,5.65,3.59,松田印刷有限会社鑑定所,ロシア
0.6,Premium,G,SI2,69.6,60.2,1235,3.78,3.7,2.28,有限会社森通信鑑定所,オーストラリア
1.8,Good,F,VS1,66.9,58.4,10011,5.71,5.61,3.27,池田農林合同会社鑑定所,ボツワナ
1.91,Premium,F,VVS2,59.9,59.6,11505,6.1,6.12,4.01,伊藤食品合同会社鑑定所,オーストラリア
0.62,Premium,J,VVS2,56.2,59.1,1316,3.91,3.87,2.37,有限会社渡辺印刷鑑定所,南アフリカ
1.9,Good,I,VS1,58.9,62.6,9528,6.04,5.97,4.15,藤原銀行株式会社鑑定所,ロシア
1.55,Very Good,G,SI1,69.7,60.4,6722,5.32,5.37,2.76,有限会社阿部水産鑑定所,ロシア
0.54,Premium,I,VS1,66.1,54.3,1014,3.87,3.73,2.31,合同会社長谷川食品鑑定所,ボツワナ
1.16,Very Good,H,VVS1,65.6,64.8,4115,4.4,4.43,2.73,井上運輸有限会社鑑定所,オーストラリア
1.24,Ideal,F,SI1,64.6,62.0,5011,4.93,4.7,2.8,伊藤印刷株式会社鑑定所,カナダ
0.5,Good,D,VS2,56.0,62.1,568,3.81,3.79,2.59,合同会社岡本保険鑑定所,ロシア
0.69,Fair,H,IF,61.4,59.6,1032,3.75,3.81,2.45,有限会社小林運輸鑑定所,オーストラリア
1.0,Premium,H,VVS1,56.4,62.1,2908,4.34,4.22,2.64,株式会社鈴木銀行鑑定所,カナダ
1.8,Premium,F,SI1,63.3,60.8,10383,5.78,5.69,3.41,高橋保険株式会社鑑定所,南アフリカ
0.79,Ideal,H,I1,58.5,65.1,2490,4.46,4.44,2.66,小林農林合同会社鑑定所,ボツワナ
1.52,Premium,G,VS1,62.3,57.2,7007,5.77,5.56,3.01,佐々木保険合同会社鑑定所,南アフリカ
1.31,Ideal,D,SI1,61.3,56.9,5506,5.3,5.32,3.83,有限会社山口情報鑑定所,ロシア
1.08,Ideal,H,SI2,60.4,61.7,4372,4.8,4.49,2.94,合同会社林銀行鑑定所,カナダ
0.83,Good,I,VS1,54.3,60.6,1894,4.4,4.06,2.39,合同会社藤田建設鑑定所,南アフリカ
1.15,Premium,J,VVS1,53.1,57.7,4109,4.85,4.73,3.1,有限会社中川建設鑑定所,ロシア
1.03,Ideal,D,VS1,61.9,57.4,3462,5.01,4.77,2.58,中川水産有限会社鑑定所,ボツワナ
1.14,Very Good,J,VVS1,57.7,62.8,3507,4.68,4.46,2.74,株式会社小川農林鑑定所,オーストラリア
0.62,Premium,I,I1,61.5,59.7,1222,3.85,3.8,2.02,伊藤水産有限会社鑑定所,ボツワナ
0.97,Premium,G,SI1,52.3,64.4,3034,4.44,4.32,2.43,有限会社小林建設鑑定所,カナダ
1.49,Premium,H,SI2,58.9,65.2,7487,5.21,5.22,3.35,近藤電気合同会社鑑定所,ロシア
1.34,Premium,F,VVS2,51.5,59.4,5920,5.18,5.06,2.89,田中ガス株式会社鑑定所,ボツワナ
1.03,Premium,H,SI2,67.2,56.1,3066,4.62,4.49,3.06,山口水産有限会社鑑定所,ロシア
0.84,Very Good,E,I1,54.2,56.4,2371,4.22,4.22,2.78,有限会社伊藤情報鑑定所,ボツワナ
1.12,Very Good,I,IF,63.1,61.7,4217,4.68,4.49,2.89,近藤建設有限会社鑑定所,カナダ
0.8,Very Good,D,VS1,54.2,61.5,2227,4.58,4.6,2.56,石川水産有限会社鑑定所,南アフリカ
1.37,Very Good,D,IF,70.2,64.1,6695,4.84,4.68,2.63,清水通信合同会社鑑定所,オーストラリア
1.17,Premium,D,VVS2,66.7,60.8,4541,5.01,4.94,3.1,佐々木水産株式会社鑑定所,南アフリカ
0.72,Premium,E,VS2,68.0,61.4,1632,4.13,3.95,2.57,前田食品有限会社鑑定所,オーストラリア
1.42,Very Good,F,VS1,63.6,59.8,6069,5.59,5.55,3.16,伊藤鉱業株式会社鑑定所,オーストラリア
0.87,Good,I,SI2,59.5,58.1,2182,4.31,4.2,2.56,山崎食品合同会社鑑定所,ロシア
0.93,Premium,E,VS2,60.7,58.7,2650,4.16,3.93,2.56,山下水産合同会社鑑定所,ボツワナ
0.44,Very Good,J,VVS1,71.2,54.3,584,3.74,3.66,2.15,石井食品合同会社鑑定所,ロシア
1.0,Premium,H,VS2,58.1,62.9,3174,4.77,4.62,2.35,株式会社鈴木電気鑑定所,南アフリカ
0.82,Ideal,J,VS1,57.9,59.7,2483,4.55,4.55,2.63,合同会社渡辺銀行鑑定所,南アフリカ
0.37,Very Good,G,VVS1,61.5,64.8,500,3.22,3.08,2.07,合同会社藤井農林鑑定所,カナダ
1.11,Premium,D,VVS1,61.4,62.5,3967,5.06,5.0,2.83,小林水産有限会社鑑定所,ボツワナ
1.07,Fair,G,VVS2,59.3,58.7,2613,4.81,4.7,2.52,清水印刷合同会社鑑定所,南アフリカ
1.37,Ideal,D,I1,55.1,56.9,5603,4.89,4.88,3.26,合同会社高橋食品鑑定所,南アフリカ
1.24,Good,D,VS1,71.2,61.4,3867,5.15,5.04,2.83,株式会社山本運輸鑑定所,ボツワナ
0.93,Ideal,D,VS1,64.4,56.7,3372,4.84,4.79,2.77,株式会社渡辺銀行鑑定所,カナダ
0.69,Premium,I,SI1,60.4,59.9,1637,4.41,4.37,3.04,株式会社中島食品鑑定所,ロシア
2.04,Ideal,E,I1,58.2,60.9,15354,5.82,5.78,3.04,株式会社藤井農林鑑定所,ロシア
1.07,Premium,D,SI2,56.7,58.3,3869,5.11,4.96,2.72,合同会社佐藤運輸鑑定所,南アフリカ
2.23,Very Good,I,IF,58.9,65.0,14467,6.48,6.34,4.16,株式会社佐藤通信鑑定所,カナダ
0.86,Very Good,I,SI2,70.1,55.3,2422,4.12,3.95,2.2,合同会社石井電気鑑定所,オーストラリア
1.6,Premium,E,VVS1,54.2,60.4,9130,5.21,4.99,3.44,前田鉱業有限会社鑑定所,ボツワナ
1.21,Premium,J,VVS1,60.6,61.6,5328,4.83,4.81,2.86,吉田銀行有限会社鑑定所,オーストラリア
1.63,Very Good,D,I1,66.4,60.3,9028,5.28,5.38,3.24,村上情報合同会社鑑定所,南アフリカ
2.34,Very Good,E,VS2,61.5,54.5,17779,6.48,6.28,4.16,有限会社福田印刷鑑定所,オーストラリア
0.67,Good,E,SI1,57.1,64.2,1306,4.48,4.33,3.06,加藤印刷合同会社鑑定所,ボツワナ
1.24,Fair,F,VS2,59.4,55.6,3247,4.55,4.39,2.69,青木印刷株式会社鑑定所,ボツワナ
1.78,Ideal,F,VVS1,58.5,60.9,12296,5.26,5.12,3.44,有限会社佐藤食品鑑定所,南アフリカ
2.4,Good,F,I1,65.8,63.3,14656,5.93,5.94,3.66,田中印刷有限会社鑑定所,ロシア
0.35,Premium,G,SI1,64.7,63.3,500,3.41,3.38,2.06,株式会社山口電気鑑定所,南アフリカ
1.99,Premium,G,VVS2,58.3,56.5,12531,5.8,5.62,3.68,合同会社岡田食品鑑定所,ボツワナ
1.9,Ideal,J,SI2,58.3,63.1,11326,5.39,5.3,3.1,合同会社遠藤農林鑑定所,カナダ
0.81,Ideal,F,VVS1,69.3,61.9,2094,4.29,4.27,2.59,石川水産有限会社鑑定所,ボツワナ
1.56,Premium,H,IF,54.0,58.0,8477,5.41,5.33,3.15,山下通信株式会社鑑定所,ボツワナ
1.01,Premium,D,SI2,56.1,62.6,3652,4.44,4.34,2.65,株式会社中川銀行鑑定所,オーストラリア
0.46,Ideal,E,SI2,65.5,60.6,836,3.7,3.7,2.52,合同会社中島食品鑑定所,オーストラリア
0.37,Very Good,J,SI1,59.6,60.3,500,3.5,3.31,2.12,山本通信有限会社鑑定所,南アフリカ
2.0,Good,D,VS2,65.0,61.7,10220,5.97,5.93,3.65,前田農林有限会社鑑定所,カナダ
0.8,Very Good,F,SI1,58.0,67.1,1938,3.96,3.89,2.55,渡辺建設株式会社鑑定所,オーストラリア
2.93,Ideal,D,I1,54.8,62.6,32634,6.87,6.64,3.96,株式会社山口情報鑑定所,オーストラリア
1.74,Ideal,I,SI1,57.7,59.7,10458,5.93,5.75,3.25,合同会社伊藤建設鑑定所,カナダ
0.82,Very Good,F,VVS2,58.7,59.6,1898,4.58,4.51,2.49,合同会社田中電気鑑定所,ボツワナ
0.96,Very Good,I,IF,63.7,64.4,3185,4.63,4.58,2.7,株式会社藤井建設鑑定所,カナダ
0.47,Premium,J,I1,54.4,54.9,838,3.51,3.41,2.06,田中情報株式会社鑑定所,カナダ
0.61,Very Good,F,VVS1,53.7,58.7,1024,3.81,3.73,2.26,田中印刷合同会社鑑定所,オーストラリア
1.8,Ideal,I,I1,50.7,63.2,12994,5.34,5.08,2.73,佐々木農林有限会社鑑定所,オーストラリア
0.78,Premium,G,VS1,59.3,63.5,1891,4.27,4.24,2.57,株式会社森電気鑑定所,南アフリカ
0.52,Good,F,VS2,61.7,59.9,722,3.72,3.65,2.32,合同会社山田ガス鑑定所,ボツワナ
0.62,Premium,G,VS2,56.4,56.0,1234,4.18,4.12,2.58,株式会社阿部ガス鑑定所,南アフリカ
0.81,Premium,I,SI2,62.5,58.6,2526,4.36,4.31,2.47,株式会社松本電気鑑定所,ロシア
0.63,Very Good,F,SI2,66.4,57.0,1259,4.33,4.2,2.92,株式会社中村銀行鑑定所,ロシア
1.68,Premium,J,I1,62.5,64.5,9587,5.68,5.56,3.27,森食品有限会社鑑定所,南アフリカ
1.99,Ideal,E,SI2,55.2,58.7,14373,6.41,6.29,3.9,鈴木食品株式会社鑑定所,ロシア
0.46,Very Good,G,SI1,62.1,62.5,583,3.45,3.39,1.89,佐藤建設有限会社鑑定所,オーストラリア
2.37,Premium,J,VS1,62.4,59.6,19438,5.68,5.77,3.72,田中ガス合同会社鑑定所,カナダ
0.51,Premium,H,SI2,60.9,62.7,804,3.89,3.89,2.1,前田ガス合同会社鑑定所,オーストラリア
0.8,Very Good,I,VS1,65.4,60.7,1837,4.0,3.94,2.24,合同会社藤井建設鑑定所,カナダ
1.35,Ideal,D,VS1,58.8,60.9,6396,5.2,5.02,2.91,有限会社青木食品鑑定所,ボツワナ
1.28,Ideal,F,I1,56.0,54.3,6337,4.92,4.89,3.01,株式会社井上銀行鑑定所,南アフリカ
0.43,Ideal,H,VS2,67.0,60.9,696,3.11,3.03,2.08,株式会社佐藤銀行鑑定所,南アフリカ
0.82,Good,D,VS1,60.7,63.3,1875,4.66,4.69,2.79,株式会社阿部運輸鑑定所,南アフリカ
0.47,Very Good,H,I1,59.6,61.7,646,3.72,3.57,2.22,伊藤水産合同会社鑑定所,ボツワナ
2.27,Good,J,VVS1,46.0,63.9,12617,5.91,5.88,3.14,山口電気合同会社鑑定所,ロシア
1.13,Good,I,VS1,59.4,64.5,3182,5.26,5.26,3.37,山田水産株式会社鑑定所,オーストラリア
0.91,Ideal,H,VS2,57.0,62.4,2713,4.56,4.55,2.75,株式会社中島情報鑑定所,オーストラリア
0.64,Good,G,VVS2,63.1,65.4,1187,3.92,3.72,2.31,吉田建設有限会社鑑定所,オーストラリア
0.55,Premium,I,VS1,58.0,56.3,953,3.79,3.65,2.38,有限会社鈴木保険鑑定所,カナダ
0.64,Good,E,SI2,57.9,59.6,1055,4.18,4.12,2.4,田中情報有限会社鑑定所,オーストラリア
0.79,Good,F,IF,70.5,62.4,1840,3.81,3.84,2.1,中村運輸有限会社鑑定所,南アフリカ
0.57,Premium,H,I1,56.5,58.7,1052,4.06,3.97,2.61,斎藤建設合同会社鑑定所,カナダ
0.39,Very Good,D,VVS2,62.5,57.8,508,3.27,3.31,2.11,池田食品有限会社鑑定所,ボツワナ
2.24,Ideal,J,VS2,63.9,60.2,16953,6.14,6.12,3.46,有限会社高橋水産鑑定所,ボツワナ
0.93,Ideal,H,I1,62.4,58.0,3437,4.7,4.57,2.72,有限会社山崎建設鑑定所,ロシア
1.1,Ideal,I,VVS2,60.5,54.3,4885,4.55,4.55,2.86,遠藤農林株式会社鑑定所,カナダ
0.96,Premium,I,VVS1,63.9,58.2,2980,4.57,4.46,2.9,小林印刷株式会社鑑定所,オーストラリア
0.75,Premium,H,SI1,61.4,57.6,1866,4.15,3.98,2.64,有限会社佐々木電気鑑定所,ロシア
1.86,Premium,D,VVS2,54.9,65.5,12267,5.63,5.67,3.43,有限会社中村ガス鑑定所,ロシア
1.64,Fair,H,VS2,59.3,57.9,7290,4.91,4.84,2.97,林銀行合同会社鑑定所,ロシア
1.51,Premium,E,SI2,57.8,54.0,7514,5.84,5.64,3.53,株式会社山田食品鑑定所,ボツワナ
1.42,Ideal,G,SI1,66.3,61.9,7186,5.02,5.01,2.8,株式会社鈴木情報鑑定所,ボツワナ
1.19,Good,J,SI1,68.6,58.1,4236,5.01,4.97,2.76,高橋ガス合同会社鑑定所,カナダ
1.62,Very Good,E,I1,58.8,61.1,8243,5.43,5.34,3.36,佐藤印刷株式会社鑑定所,ボツワナ
2.02,Premium,H,VS2,60.4,61.7,13328,5.69,5.34,3.51,加藤通信有限会社鑑定所,ロシア
0.89,Ideal,F,IF,66.1,57.9,3524,4.31,4.14,2.38,渡辺運輸合同会社鑑定所,ボツワナ
1.26,Good,I,SI2,52.8,62.2,4821,5.39,5.26,3.17,伊藤水産有限会社鑑定所,南アフリカ
1.53,Very Good,D,VVS1,61.4,63.5,6568,5.06,5.11,3.06,鈴木印刷有限会社鑑定所,ボツワナ
1.48,Very Good,F,VS2,67.9,55.9,8005,5.56,5.48,3.43,株式会社田中運輸鑑定所,南アフリカ
0.5,Premium,F,VS2,62.8,59.0,826,3.6,3.45,2.15,藤井食品株式会社鑑定所,ロシア
0.54,Ideal,J,VS1,56.2,59.8,1267,3.99,3.95,2.27,有限会社山田建設鑑定所,オーストラリア
1.82,Premium,J,VS1,53.9,58.0,11385,5.53,5.44,3.56,鈴木印刷合同会社鑑定所,ボツワナ
0.65,Premium,D,SI2,53.0,59.8,1675,3.96,3.83,2.36,株式会社山口印刷鑑定所,カナダ
2.11,Good,J,I1,58.5,62.1,12949,5.52,5.4,2.91,株式会社鈴木水産鑑定所,カナダ
1.75,Premium,F,VVS2,50.8,63.9,10835,5.71,5.75,3.6,有限会社山田運輸鑑定所,カナダ
1.07,Premium,D,SI2,62.3,58.4,4388,4.65,4.48,2.77,佐藤ガス有限会社鑑定所,南アフリカ
0.61,Very Good,J,VVS1,47.8,55.0,1235,4.25,4.25,2.49,株式会社長谷川情報鑑定所,カナダ
0.72,Premium,E,I1,64.3,60.8,1513,3.84,3.75,2.48,小林銀行有限会社鑑定所,ボツワナ
1.27,Premium,I,SI1,63.1,63.6,5196,4.97,4.8,3.02,合同会社渡辺電気鑑定所,カナダ
0.47,Very Good,G,IF,65.7,56.6,729,3.89,3.73,2.6,株式会社佐々木農林鑑定所,オーストラリア
0.53,Fair,D,SI2,54.7,61.8,642,3.83,3.75,2.35,山崎印刷合同会社鑑定所,ロシア
0.74,Good,I,VVS2,67.3,60.0,1528,3.93,3.85,2.43,合同会社藤井保険鑑定所,オーストラリア
0.53,Very Good,J,VVS1,57.5,62.8,932,4.01,3.91,2.49,高橋銀行株式会社鑑定所,南アフリカ
1.23,Very Good,D,VVS1,67.6,59.4,4770,4.83,4.68,3.0,林銀行有限会社鑑定所,南アフリカ
0.67,Good,G,VVS1,57.8,60.3,1059,4.12,4.01,2.78,吉田銀行合同会社鑑定所,南アフリカ
1.35,Premium,E,VS2,60.1,68.3,6129,5.59,5.45,3.53,合同会社松本運輸鑑定所,ボツワナ
0.49,Premium,G,VS2,61.8,58.6,776,3.73,3.67,2.4,有限会社山田食品鑑定所,南アフリカ
1.71,Fair,E,SI2,53.2,60.5,8391,6.19,5.89,4.02,鈴木保険有限会社鑑定所,ロシア
1.51,Very Good,D,VS2,66.2,59.8,7058,5.37,5.16,3.06,合同会社池田ガス鑑定所,南アフリカ
1.21,Premium,H,VVS2,52.1,61.2,4728,5.25,4.98,3.31,小川鉱業株式会社鑑定所,カナダ
0.6,Very Good,I,VS2,58.4,60.0,1031,4.07,4.0,2.35,藤井ガス合同会社鑑定所,カナダ
0.9,Fair,I,VS2,59.1,55.4,1982,4.56,4.4,2.63,鈴木銀行合同会社鑑定所,ボツワナ
1.83,Very Good,I,VVS2,67.9,58.1,10651,5.3,5.07,3.1,近藤ガス合同会社鑑定所,ボツワナ
0.74,Premium,E,VS2,57.6,63.8,1560,3.79,3.71,2.14,株式会社池田ガス鑑定所,ボツワナ
0.66,Very Good,H,SI2,63.0,57.4,1400,4.18,4.04,2.39,株式会社山口通信鑑定所,カナダ
0.82,Ideal,G,I1,54.0,64.5,2831,4.41,4.35,2.74,有限会社山下印刷鑑定所,ロシア
0.82,Ideal,J,SI1,47.5,59.9,2602,4.66,4.57,2.52,株式会社小林情報鑑定所,カナダ
1.13,Ideal,F,VVS1,54.4,57.8,5063,4.82,4.76,2.84,株式会社山口農林鑑定所,南アフリカ
1.31,Good,E,VS1,60.6,63.3,4144,4.77,4.63,3.14,橋本情報株式会社鑑定所,カナダ
2.17,Very Good,E,SI2,59.8,63.4,14504,5.76,5.77,3.85,合同会社小林銀行鑑定所,南アフリカ
0.6,Ideal,I,VVS2,64.8,58.1,1314,4.14,4.21,2.34,伊藤銀行有限会社鑑定所,オーストラリア
1.99,Premium,H,VS2,61.9,57.4,13993,5.92,5.87,3.47,斎藤建設合同会社鑑定所,ロシア
0.97,Good,D,VS1,64.2,60.5,2557,4.54,4.44,2.21,株式会社小林保険鑑定所,カナダ
1.14,Ideal,H,IF,59.7,55.2,5365,5.1,5.21,3.17,斉藤情報合同会社鑑定所,オーストラリア
